Text Command,Topic,Identifier,Action,One Hot Encoded Topic,One Hot Encoded Action,Verb/Noun
assign at risk to project Market research,Project,Market research,At Risk,"[0,1]","[0,0,1,0,0]",assign
make task Market research,Task,Market research,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
created hot Market research task,Task,Market research,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
start on Market research labor,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Market research plan is in danger,Project,Market research,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
Market research plan completed,Project,Market research,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Market research new cast,Project,Market research,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
create Market research see,Project,Market research,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
on place project Market research,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign Market research on target,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",assign
throw Market research danger,Project,Market research,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
create baby task called Market research,Task,Market research,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
Market research new project,Project,Market research,Create,"[0,1]","[1,0,0,0,0]",new
Market research project is blocked,Task,Market research,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
Market research cast is completed,Project,Market research,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
created green Market research,Project,Market research,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
Market research is peril,Project,Market research,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
Market research job in review,Task,Market research,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
task Market research critique,Task,Market research,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
in review Market research labor,Task,Market research,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
ended with Market research,Task,Market research,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
create new Market research tax,Task,Market research,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
assign Market research project at jeopardy,Project,Market research,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
Market research see on target,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
completed Market research job,Task,Market research,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
Market research is in advance,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Market research labor is completed,Task,Market research,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
throw Market research is on schedule,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign Market research see on target,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
chore Market research was complete,Task,Market research,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
review project Market research,Task,Market research,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
assign in critique to task Market research,Task,Market research,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Market research hazard,Project,Market research,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
starting labor Market research,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
tax Market research is in progress,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Market research on point,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Market research task blocked,Task,Market research,Blocked,"[1,0]","[0,0,0,1,0]",blocked
danger plan Market research,Project,Market research,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
created hot project called Market research,Project,Market research,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
Market research task is over,Task,Market research,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
attribute Market research in review,Task,Market research,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
attribute completed status to Market research,Task,Market research,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
Market research design is on target,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Market research project on cross,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Market research project is stake on track,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
cast Market research at risk,Project,Market research,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
starting on task Market research,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",starting
make new project called Market research,Project,Market research,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
at peril Market research,Project,Market research,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
assign on target to Market research project,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",assign
create new throw called Market research,Project,Market research,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
assign Market research in progression,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Market research is in recap,Task,Market research,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
created Market research,Task,Market research,To Do,"[1,0]","[1,0,0,0,0]",created
on target Market research design,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Market research project is in review,Task,Market research,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
task Market research is consummated,Task,Market research,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
ascribe Market research at risk,Project,Market research,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
cast Market research back on track,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
started Market research,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",started
assign Market research task in review,Task,Market research,In Review,"[1,0]","[0,0,1,0,0]",assign
assign at peril to project Market research,Project,Market research,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
ascribe at risk to Market research,Project,Market research,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
see Market research is complete,Project,Market research,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
project Market research is game on track,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Market research tax complete,Task,Market research,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
design Market research on target,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
designate Market research project on target,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
problem with Market research plan,Project,Market research,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
Market research labor in review,Task,Market research,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
on target throw Market research,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
ascribe Market research in progress,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
create new Market research chore,Task,Market research,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
see Market research at risk,Project,Market research,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
Market research project support on track,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
start on chore Market research,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
create Market research project,Project,Market research,Create,"[0,1]","[1,0,0,0,0]",create
created new Market research tax,Task,Market research,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
assign Market research job in review,Task,Market research,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Market research job blocked,Task,Market research,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
in review job Market research,Task,Market research,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
create new job called Market research,Task,Market research,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
created new job Market research,Task,Market research,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
ascribe project Market research on target,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Market research was sound,Task,Market research,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
created Market research cast,Project,Market research,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
Market research throw is on track,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
in progress labor Market research,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
assign peril to Market research,Project,Market research,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
assign in advancement to task Market research,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Market research plan was complete,Project,Market research,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
created new task titled Market research,Task,Market research,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
attribute Market research project at risk,Project,Market research,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
at risk Market research plan,Project,Market research,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
blocked Market research job,Task,Market research,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
assign out of use to Market research task,Task,Market research,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
assign Market research at chance,Project,Market research,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
create hot project Market research,Project,Market research,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
Market research on target,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",on target
survey Market research task,Task,Market research,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Market research project endorse on track,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
create cast Market research,Project,Market research,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
there is a problem with Market research see,Project,Market research,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
designate in progress to task Social media advertising,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Social media advertising project was thorough,Project,Social media advertising,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
create new Social media advertising throw,Project,Social media advertising,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
Social media advertising task in build,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
created novel Social media advertising,Project,Social media advertising,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
affect Social media advertising to completed,Project,Social media advertising,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Social media advertising on lead,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
task Social media advertising obstructed,Task,Social media advertising,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
completed Social media advertising throw,Project,Social media advertising,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Social media advertising peril,Project,Social media advertising,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
assign plan Social media advertising on target,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Social media advertising project is at peril,Project,Social media advertising,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
create new task known as Social media advertising,Task,Social media advertising,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
on objective Social media advertising,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign in review to project Social media advertising,Task,Social media advertising,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
problem with task Social media advertising,Task,Social media advertising,Blocked,"[1,0]","[0,0,0,1,0]",problem
danger see Social media advertising,Project,Social media advertising,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
cast Social media advertising danger,Project,Social media advertising,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
starting project Social media advertising,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
protrusive on Social media advertising,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Social media advertising chore complete,Task,Social media advertising,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
out of use task Social media advertising,Task,Social media advertising,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
assign blocked to Social media advertising tax,Task,Social media advertising,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
problem with Social media advertising job,Task,Social media advertising,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
design Social media advertising is danger,Project,Social media advertising,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
project Social media advertising accomplished,Project,Social media advertising,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Social media advertising plan is danger,Project,Social media advertising,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
Social media advertising new labor,Task,Social media advertising,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
Social media advertising accomplished,Project,Social media advertising,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Social media advertising plan on target,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
created new see called Social media advertising,Project,Social media advertising,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
Social media advertising is in danger,Project,Social media advertising,Danger,"[0,1]","[0,0,0,1,0]",is
assign in review to chore Social media advertising,Task,Social media advertising,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
assign project Social media advertising on objective,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign on target to Social media advertising design,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Social media advertising task refresh,Task,Social media advertising,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
completed Social media advertising plan,Project,Social media advertising,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
created job called Social media advertising,Task,Social media advertising,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
protrusive on Social media advertising task,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
chore Social media advertising completed,Task,Social media advertising,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
created task Social media advertising,Task,Social media advertising,To Do,"[1,0]","[1,0,0,0,0]",created
created novel project called Social media advertising,Project,Social media advertising,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
Social media advertising tax was completed,Task,Social media advertising,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
assign in progress to Social media advertising project,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
assign in build up to Social media advertising,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
plan Social media advertising on schedule,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
attribute blocked to task Social media advertising,Task,Social media advertising,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
assign in build up to task Social media advertising,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
in review Social media advertising job,Task,Social media advertising,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
at adventure Social media advertising project,Project,Social media advertising,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
chore Social media advertising in review,Task,Social media advertising,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Social media advertising project is on course,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
starting Social media advertising job,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Social media advertising is at chance,Project,Social media advertising,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
assign on target to job Social media advertising,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
created project called Social media advertising,Project,Social media advertising,Create,"[0,1]","[1,0,0,0,0]",created
problem with labor Social media advertising,Task,Social media advertising,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
put on target to Social media advertising project,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
project Social media advertising is on course,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Social media advertising task is in critique,Task,Social media advertising,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
danger Social media advertising project,Project,Social media advertising,Danger,"[0,1]","[0,0,0,1,0]",danger
Social media advertising task was thorough,Task,Social media advertising,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
task Social media advertising is in advancement,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
assign Social media advertising project at peril,Project,Social media advertising,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
completed task Social media advertising,Task,Social media advertising,Completed,"[1,0]","[0,0,0,0,1]",completed
created baby Social media advertising task,Task,Social media advertising,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
Social media advertising project is back on track,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",on track
created new plan called Social media advertising,Project,Social media advertising,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
on target cast Social media advertising,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
starting on Social media advertising task,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",starting
put at risk to project Social media advertising,Project,Social media advertising,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
assign in recap to Social media advertising task,Task,Social media advertising,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
assign danger to project Social media advertising,Project,Social media advertising,Danger,"[0,1]","[0,0,0,1,0]",assign
assign completed condition to Social media advertising,Task,Social media advertising,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
see Social media advertising on schedule,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
project Social media advertising back on dog,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
there is a problem with design Social media advertising,Project,Social media advertising,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
complete Social media advertising project,Project,Social media advertising,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
create new plan called Social media advertising,Project,Social media advertising,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
Social media advertising task was sound,Task,Social media advertising,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
create new Social media advertising project,Project,Social media advertising,Create,"[0,1]","[1,0,0,0,0]",create
Social media advertising project sound,Project,Social media advertising,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
problem with Social media advertising design,Project,Social media advertising,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
designate in review to Social media advertising,Task,Social media advertising,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
delegate danger to Social media advertising,Project,Social media advertising,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
create hot project called Social media advertising,Project,Social media advertising,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
project Social media advertising is on target,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",on target
there is a problem with plan Social media advertising,Project,Social media advertising,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
at risk Social media advertising project,Project,Social media advertising,At Risk,"[0,1]","[0,0,1,0,0]",at risk
Social media advertising see at risk,Project,Social media advertising,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
assign Social media advertising design at risk,Project,Social media advertising,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
create green task Social media advertising,Task,Social media advertising,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
put in progress to Social media advertising task,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
consummated project Social media advertising,Project,Social media advertising,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
at chance project Social media advertising,Project,Social media advertising,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
Social media advertising back on cross,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
delegate in review to Social media advertising,Task,Social media advertising,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
assign Social media advertising in advancement,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
put danger to Social media advertising project,Project,Social media advertising,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
assign Social media advertising throw on target,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
attribute at risk to project Social media advertising,Project,Social media advertising,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
problem with Social media advertising tax,Task,Social media advertising,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
blocked Social media advertising chore,Task,Social media advertising,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
Social media advertising see back on track,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
opening Social media advertising,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
review Social media advertising,Task,Social media advertising,In Review,"[1,0]","[0,0,1,0,0]",review
project Social media advertising peril,Project,Social media advertising,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
ascribe blocked to Social media advertising,Task,Social media advertising,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
Social media advertising project on mark,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
critique Social media advertising task,Task,Social media advertising,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Social media advertising task is in progress,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",in progress
Social media advertising project was over,Project,Social media advertising,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
throw Social media advertising at risk,Project,Social media advertising,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
blocked Social media advertising,Task,Social media advertising,Blocked,"[1,0]","[0,0,0,1,0]",blocked
starting on project Social media advertising,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
created chore called Social media advertising,Task,Social media advertising,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
ascribe task Social media advertising in review,Task,Social media advertising,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Social media advertising design risk,Project,Social media advertising,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
Social media advertising project realized,Project,Social media advertising,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
create new see Social media advertising,Project,Social media advertising,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
assign in progression to Social media advertising,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
create project named Social media advertising,Project,Social media advertising,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
Social media advertising project at risk,Project,Social media advertising,At Risk,"[0,1]","[0,0,1,0,0]",at risk
assign risk to project Social media advertising,Project,Social media advertising,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
adventure Social media advertising,Project,Social media advertising,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
there is a problem with Social media advertising plan,Project,Social media advertising,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
Social media advertising task was all,Task,Social media advertising,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
tax Social media advertising review,Task,Social media advertising,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
task Social media advertising over,Task,Social media advertising,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
jeopardy Social media advertising,Project,Social media advertising,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
plan Social media advertising complete,Project,Social media advertising,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Social media advertising is at risk,Project,Social media advertising,At Risk,"[0,1]","[0,0,1,0,0]",at risk
starting on Social media advertising labor,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
consummated Social media advertising project,Project,Social media advertising,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Social media advertising was completed,Task,Social media advertising,Completed,"[1,0]","[0,0,0,0,1]",completed
assign on target to Social media advertising plan,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Social media advertising was all,Task,Social media advertising,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
started Social media advertising task,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",started
assign Social media advertising task in survey,Task,Social media advertising,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
assign design Social media advertising on target,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
task Social media advertising in progression,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
green project Social media advertising,Project,Social media advertising,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
begin on task Social media advertising,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
job Social media advertising review,Task,Social media advertising,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
part task Social media advertising,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
ascribe Social media advertising task in progress,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
assign closed to Social media advertising,Task,Social media advertising,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
design Social media advertising is on target,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign realized status to Social media advertising,Task,Social media advertising,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
created radical project called Social media advertising,Project,Social media advertising,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
finished with Social media advertising,Task,Social media advertising,Completed,"[1,0]","[0,0,0,0,1]",finished
Social media advertising is back on course,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
cast Social media advertising is on schedule,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
project Social media advertising was realized,Project,Social media advertising,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
at risk Social media advertising,Project,Social media advertising,At Risk,"[0,1]","[0,0,1,0,0]",at risk
task Social media advertising review,Task,Social media advertising,In Review,"[1,0]","[0,0,1,0,0]",review
new project Social media advertising,Project,Social media advertising,Create,"[0,1]","[1,0,0,0,0]",new
Social media advertising is consummated,Project,Social media advertising,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
project Social media advertising is on agenda,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign at risk to see Social media advertising,Project,Social media advertising,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
assign at jeopardy to Social media advertising project,Project,Social media advertising,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
Social media advertising on mark,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
delegate in progress to task Social media advertising,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Social media advertising is in critique,Task,Social media advertising,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
completed labor Social media advertising,Task,Social media advertising,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
created novel project Social media advertising,Project,Social media advertising,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
created new see Social media advertising,Project,Social media advertising,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
Social media advertising design is on track,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
ascribe at risk to Social media advertising project,Project,Social media advertising,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
jeopardy project Social media advertising,Project,Social media advertising,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
assign danger to plan Social media advertising,Project,Social media advertising,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
project Social media advertising all,Project,Social media advertising,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
